zone_id,jurisdiction_id,jurisdiction_name,zone_code,zone_name,category,min_lot_size_sf,min_lot_width_ft,max_density_dua,max_far,max_lot_coverage_pct,max_height_ft,max_stories,front_setback_ft,side_setback_ft,rear_setback_ft,parking_ratio,source_doc,source_citation,source_page,provenance,confidence,human_verified,notes
az-fountain-hills:r1-35,az-fountain-hills,Town of Fountain Hills,R1-35,"Single-Family Residential (35,000 sf/DU)",residential,35000,145,TBD,TBD,20,30,TBD,40,20,40,,az-fountain-hills-zoning,ZO 10.09,,official-html,extracted,,"Max height 30 (note f). Distance between bldgs 6. F/S/SS/R=40/20/20/40. Min lot 35,000 sf."
az-fountain-hills:r1-35h,az-fountain-hills,Town of Fountain Hills,R1-35H,"Single-Family Residential (Hillside, 35,000 sf/DU)",residential,35000,145,TBD,TBD,20,30,TBD,20,20,40,,az-fountain-hills-zoning,ZO 10.09,,official-html,extracted,,"Max height 30 (note f). Distance between bldgs 6. F/S/SS/R=20/20/20/40. Min lot 35,000 sf. Hillside district; modified front/height for canyon-side lots (note f). Rear 40 or bldg height (note d)."
az-fountain-hills:r1-43,az-fountain-hills,Town of Fountain Hills,R1-43,Single-Family Residential (1 acre/DU),residential,43560,145,TBD,TBD,20,30,TBD,40,30,40,,az-fountain-hills-zoning,ZO 10.09,,official-html,extracted,,"Max height 30 (note f). Distance between bldgs 6. F/S/SS/R=40/30/40/40. Min lot 43,560 sf (1 acre). Rear 40 or bldg height (note d)."
az-fountain-hills:r1-6,az-fountain-hills,Town of Fountain Hills,R1-6,"Single-Family Residential (6,000 sf/DU)",residential,6000,60,TBD,TBD,40,30,TBD,20,5,25,,az-fountain-hills-zoning,ZO 10.09,,official-html,extracted,,"Max height 30 (note f). Distance between bldgs 6. F/S/SS/R=20/5/20/25. Min lot 6,000 sf. Rear 25 or bldg height (note d)."
az-fountain-hills:r1-6a,az-fountain-hills,Town of Fountain Hills,R1-6A,"Single-Family Residential (6,000 sf/DU)",residential,6000,60,TBD,TBD,50,30,TBD,20,5,10,,az-fountain-hills-zoning,ZO 10.09,,official-html,extracted,,"Max height 30 (note f). Distance between bldgs 6. F/S/SS/R=20/5/20/10. Min lot 6,000 sf (PUD may permit lots down to 4,500 sf with common open space, note c). Rear 10 or bldg height (note d)."
az-fountain-hills:r1-8,az-fountain-hills,Town of Fountain Hills,R1-8,"Single-Family Residential (8,000 sf/DU)",residential,8000,80,TBD,TBD,35,30,TBD,20,7,25,,az-fountain-hills-zoning,ZO 10.09,,official-html,extracted,,"Max height 30 (note f). Distance between bldgs 6. F/S/SS/R=20/7/20/25. Min lot 8,000 sf. Rear 25 or bldg height (note d)."
az-fountain-hills:r1-8a,az-fountain-hills,Town of Fountain Hills,R1-8A,"Single-Family Residential (8,000 sf/DU)",residential,8000,80,TBD,TBD,40,30,TBD,20,7,20,,az-fountain-hills-zoning,ZO 10.09,,official-html,extracted,,"Max height 30 (note f). Distance between bldgs 6. F/S/SS/R=20/7/20/20. Min lot 8,000 sf. Side-entry garage may have 10 ft front setback (note b). Rear 20 or bldg height (note d)."
az-fountain-hills:tccd,az-fountain-hills,Town of Fountain Hills,TCCD,Town Center Commercial District,downtown,6000,60,TBD,TBD,100,40,TBD,0,0,0,,az-fountain-hills-zoning,ZO 18.14,,official-html,extracted,,"Min lot 6,000 sf. Height 40 (Town Council may allow up to 48 via Site Plan, note a). F/S/SS/R=0/0/0/0; setbacks increase to match adjoining residential (max 25 ft) when adjacent to residential use (notes b,c). Coverage 100%. Not listed in ZO 3.01 roster but a standalone base district in Ch. 18."
az-fountain-hills:ut,az-fountain-hills,Town of Fountain Hills,UT,Utility District,special,TBD,TBD,TBD,TBD,TBD,TBD,TBD,25,15,25,,az-fountain-hills-zoning,ZO 14.05,,official-html,extracted,,"Setbacks from ZO 14.05: front 25, side 15 each side, rear 25. Min lot area/width, max height, and coverage are in other Ch. 14 sections not in the Wayback archive and the live site is Cloudflare-blocked; left TBD. Purpose: wastewater treatment and public works yards."
az-gila-bend:ag,az-gila-bend,Town of Gila Bend,AG,Rural Zone,agricultural,43560,145,TBD,TBD,15,30,2,40,30,40,2 spaces per dwelling,az-gila-bend-zoning,"Sec. 16-4-11(E), Rural (AG) Development Standards Table",68,official-pdf,extracted,,"Single-family: min lot 43,560 sf (1 ac), width 145, depth 100, front 40, side 30, rear 40, height 30 ft / max 2 stories. Max lot coverage 15%. Two parking spaces per dwelling. Table header in PDF mislabeled 'R-1' but section is Rural (AG), 16-4-11. Farms require >=2 contiguous acres."
az-gila-bend:b-1,az-gila-bend,Town of Gila Bend,B-1,Neighborhood Business Zone,commercial,TBD,100,TBD,TBD,TBD,25,TBD,35,15,15,,az-gila-bend-zoning,"Sec. 16-4-09(F), B-1 Development Standards Table",60,official-pdf,extracted,,"Building setbacks: front 35, interior side 15, corner side 15, rear 15, residential boundary 45 ft, height 25. Parking-lot setbacks: front 4, side 3, corner 4, rear 3, residential boundary 3. No min lot area in table; min width 100 ft."
az-gila-bend:b-2,az-gila-bend,Town of Gila Bend,B-2,Community Business Zone,commercial,TBD,100,TBD,TBD,TBD,25,TBD,35,15,15,,az-gila-bend-zoning,"Sec. 16-4-10(F), B-2 Development Standards Table",65,official-pdf,extracted,,"Building setbacks: front 35, interior side 15, corner side 25, rear 15, residential boundary 45 ft, height 25. Min width 100 ft (150 at corners). Structures may exceed 45 ft with increased setbacks (1 ft per 3 ft over 35 ft); >45 ft additional fire protection."
az-gila-bend:i-1,az-gila-bend,Town of Gila Bend,I-1,Light Industry Zone,industrial,TBD,100,TBD,TBD,TBD,55,TBD,35,15,15,,az-gila-bend-zoning,"Sec. 16-4-12(F), I-1 Development Standards Table",70,official-pdf,extracted,,"Building setbacks: front 35, interior side 15, corner side 30, rear 15, residential boundary 60 ft, height 55. Min width 100 ft (150 at corners)."
az-gila-bend:i-2,az-gila-bend,Town of Gila Bend,I-2,Medium Industry Zone,industrial,TBD,100,TBD,TBD,TBD,55,TBD,35,15,15,,az-gila-bend-zoning,"Sec. 16-4-13(F), I-2 Development Standards Table",73,official-pdf,extracted,,"Building setbacks: front 35, interior side 15, corner side 30, rear 15, residential boundary 75 ft, height 55. Buildings >35 ft require Fire Marshall approval. Min width 100 ft."
az-gila-bend:i-3,az-gila-bend,Town of Gila Bend,I-3,Heavy Industry Zone,industrial,TBD,100,TBD,TBD,TBD,55,TBD,30,15,15,,az-gila-bend-zoning,"Sec. 16-4-14(F), I-3 Development Standards Table",75,official-pdf,extracted,,"Building setbacks: front 30, interior side 15, corner side 30, rear 15, residential boundary 100 ft, height 55. Buildings >35 ft require Fire Marshall approval. Min width 100 ft."
az-gila-bend:r-1,az-gila-bend,Town of Gila Bend,R-1,Single-Family Residential Zone,residential,7000,70,TBD,TBD,TBD,30,TBD,20,6,20,,az-gila-bend-zoning,"Sec. 16-4-04(E), R-1 Development Standards Table",47,official-pdf,extracted,,"Single-family dwelling standards. Min lot depth 100 ft. Interior side 6/10: no side less than 6 ft, at least one side 10 ft; corner side 20 ft. Density per General Plan."
az-gila-bend:r-2,az-gila-bend,Town of Gila Bend,R-2,Duplex Residential Zone,residential,6000,60,TBD,TBD,TBD,30,TBD,20,6,20,,az-gila-bend-zoning,"Sec. 16-4-05(E), R-2 Development Standards Table",49,official-pdf,extracted,,"Values for single-family dwelling (min lot 6,000 sf, width 60). Two-family requires min lot 7,000 sf, width 70, interior side 10 ft. Both: front 20, corner side 20, rear 20, height 30, lot depth 100. Density per General Plan."
az-gila-bend:r-3,az-gila-bend,Town of Gila Bend,R-3,Manufactured Home Residential Zone,residential,4000,40,TBD,TBD,TBD,30,TBD,20,8,10,,az-gila-bend-zoning,"Sec. 16-4-06(F), R-3 Development Standards Table",51,official-pdf,extracted,,"Values for manufactured homes to 18 ft width (min lot 4,000 sf, width 40). Homes over 18 ft width / SF detached require min lot 5,000 sf, width 50. Both: lot depth 100, front 20, interior side 8, corner side 10, rear 10, height 30. Requires >=5 contiguous acres to establish."
az-gila-bend:r-4,az-gila-bend,Town of Gila Bend,R-4,Four-Plex Residential Zone,residential,3000,70,16,TBD,TBD,30,TBD,20,10,20,,az-gila-bend-zoning,"Sec. 16-4-07(E), R-4 Development Standards Table",54,official-pdf,extracted,,"Min lot area is per-unit and varies: Duplex 3,000 sf (width 70); Triplex 3,000 sf (width 80, side 10); Quadplex/townhouse 2,500 sf (width 80, side 15); Townhouse Cluster 2,000 sf (width 90, depth 190, side 15). Values shown for Duplex. Lot depth 90, front 20, corner side 20, rear 20, height 30 across types. Density max 16 du/acre."
az-gila-bend:r-5,az-gila-bend,Town of Gila Bend,R-5,Multi-Family Residential Zone,residential,1500,90,TBD,TBD,TBD,35,TBD,20,20,20,,az-gila-bend-zoning,"Sec. 16-4-08(E), R-5 Development Standards Table",57,official-pdf,extracted,,"Apartment min lot area per unit varies by bedroom: 0-1 BR 1,500 sf, 2-3 BR 2,000 sf (1,500 shown). Apartment lot width 90, depth 90, interior side 20. Townhouse cluster: 2,000 sf/unit, width 120. All: front 20, corner side 20, rear 20, height 35."
az-gilbert:bp,az-gilbert,Town of Gilbert,BP,Business Park,industrial,TBD,TBD,TBD,TBD,TBD,35,2,25,0,0,,az-gilbert-zoning,Table 3.7.4.A.1,153,official-pdf,extracted,,"Employment district. Max height 35 ft / 2 stories; landscaping 15% net. Front value shown is [Arterial]=25 (Front[Collector/Local]=20). Side/Rear shown [Employment]=0; [Residential] side/rear 25, [Commercial/Office/PF-I] 15, Side[Street] 20."
az-gilbert:cc,az-gilbert,Town of Gilbert,CC,Community Commercial,commercial,TBD,TBD,TBD,TBD,TBD,35,2,20,15,15,,az-gilbert-zoning,Table 3.4.4.B.1,131,official-pdf,extracted,,"No min lot size/width or coverage % (landscaping 15%). Max bldg/use size 50,000 sf. Side/Rear shown [Non-residential]=15/15; [Residential] side 30, rear 40; Side[Street] 20."
az-gilbert:gbc,az-gilbert,Town of Gilbert,GBC,Gateway Business Center,mixed-use,TBD,TBD,TBD,TBD,TBD,90,6,0,0,0,,az-gilbert-zoning,Table 3.9.4.B.1,169,official-pdf,extracted,,"Gateway employment/mixed-use district. Min height 15 ft / 1 story; max height 90 ft / 6 stories. Side/Rear shown [Non-residential]=0; [Residential] side 0, rear 20."
az-gilbert:gc,az-gilbert,Town of Gilbert,GC,General Commercial,commercial,TBD,TBD,TBD,TBD,TBD,45,TBD,25,20,20,,az-gilbert-zoning,Table 3.4.4.D.1,135,official-pdf,extracted,,"No min lot size/width, max bldg size, coverage %, or max stories in table (landscaping 15%). Side/Rear shown [Non-residential]=20/20; [Residential] side 75, rear 75; Side[Street] 20."
az-gilbert:gi,az-gilbert,Town of Gilbert,GI,General Industrial,industrial,TBD,TBD,TBD,TBD,TBD,TBD,TBD,35,0,0,,az-gilbert-zoning,Table 3.7.4.C.1,157,official-pdf,extracted,,"Employment district. Max building height listed as No Limit (no numeric cap), recorded TBD. Front value shown is [Arterial]=35 (Front[Collector/Local]=30). Side/Rear shown [Employment]=0; [Residential] side/rear 100, [Commercial/Office/PF-I] side 20/rear 15, Side[Street] 25."
az-gilbert:go,az-gilbert,Town of Gilbert,GO,General Office,commercial,TBD,TBD,TBD,TBD,TBD,55,3,25,15,20,,az-gilbert-zoning,Table 3.6.4.B.1,147,official-pdf,extracted,,"Office district. Max height 55 ft / 3 stories. Landscaping 15% net. Side/Rear shown [Non-residential]=15/20; [Residential] side 30, rear 30; Side[Arterial] 20, Side[Collector/Local] 20."
az-gilbert:gvc,az-gilbert,Town of Gilbert,GVC,Gateway Village Center,mixed-use,TBD,TBD,TBD,TBD,TBD,90,6,0,0,0,,az-gilbert-zoning,Table 3.9.4.A.1,167,official-pdf,extracted,,"Gateway mixed-use district. Min height 15 ft / 1 story; max height 90 ft / 6 stories. Build-to line front/side[street] 0. Side/Rear shown [Non-residential]=0; [Residential] side 0, rear 20."
az-gilbert:hvc,az-gilbert,Town of Gilbert,HVC,Heritage Village Center,downtown,TBD,TBD,TBD,TBD,TBD,55,4,0,0,0,,az-gilbert-zoning,Table 3.5.4.1,141,official-pdf,extracted,,"Mixed-use downtown district. Max height 55 ft / 4 stories. Build-to line front/side[street] 10 ft. Side/Rear shown [Non-residential]=0; [Residential] side 10, rear 20. No min lot or coverage standard."
az-gilbert:li,az-gilbert,Town of Gilbert,LI,Light Industrial,industrial,TBD,TBD,TBD,TBD,TBD,55,3,30,0,0,,az-gilbert-zoning,Table 3.7.4.B.1,155,official-pdf,extracted,,"Employment district. Max height 55 ft / 3 stories; landscaping 15% net. Front value shown is [Arterial]=30 (Front[Collector/Local]=25). Side/Rear shown [Employment]=0; [Residential] side/rear 75, [Commercial/Office/PF-I] 15, Side[Street] 20."
az-gilbert:mf-h,az-gilbert,Town of Gilbert,MF/H,Multi-Family/High Density,residential,35000,TBD,50,TBD,TBD,55,TBD,TBD,TBD,TBD,,az-gilbert-zoning,Table 3.3.4.C.1,121,official-pdf,extracted,,"Not in the prior vault roster; added from the official LDC. Minimum Parcel Area 35,000 sf; max density 50 du/gross acre; max height 55 ft. Setbacks not captured in this pass (verify Table 3.3.4.C.1). No per-zone markdown note yet."
az-gilbert:mf-l,az-gilbert,Town of Gilbert,MF/L,Multi-Family/Low Density,residential,20000,TBD,14,TBD,TBD,36,TBD,25,20,20,,az-gilbert-zoning,Table 3.3.4.A.1,117,official-pdf,extracted,,"Minimum Parcel Area 20,000 sf (not per-lot). Max density 14 du/gross acre. No lot coverage % standard (common open space min 45% net). Side/Rear values shown are [Multi-Family or Non-residential]=20; abutting Single Family or Side[Street]=25."
az-gilbert:mf-m,az-gilbert,Town of Gilbert,MF/M,Multi-Family/Medium Density,residential,20000,TBD,25,TBD,TBD,40,TBD,30,20,20,,az-gilbert-zoning,Table 3.3.4.B.1,119,official-pdf,extracted,,"Minimum Parcel Area 20,000 sf. Max density 25 du/gross acre. No lot coverage % standard (common open space min 40% net). Side/Rear values shown are [Multi-Family or Non-residential]=20; abutting Single Family or Side[Street]=30."
az-gilbert:mu-l,az-gilbert,Town of Gilbert,MU/L,Mixed Use/Large,mixed-use,TBD,TBD,TBD,TBD,TBD,65,TBD,0,0,0,,az-gilbert-zoning,Table 3.10.4.B.1,178,official-pdf,extracted,,2023 mixed-use district. Min total site area 5 acres. Max height 65 ft. Build-to line front/side[street] 10. Front 0 (Front[Arterial]=20). Side/Rear shown [Non-residential]=0; [Residential] side/rear 10; Side[Arterial] 20. Landscape/open space 20% net.
az-gilbert:mu-r,az-gilbert,Town of Gilbert,MU/R,Mixed Use/Regional,mixed-use,TBD,TBD,TBD,TBD,TBD,90,TBD,0,0,0,,az-gilbert-zoning,Table 3.10.4.C.1,179,official-pdf,extracted,,2023 mixed-use district. Min total site area 10 acres. Max height 90 ft. Build-to line front/side[street] 10. Front 0 (Front[Arterial]=20). Side/Rear shown [Non-residential]=0; [Residential] side/rear 10; Side[Arterial] 20. Landscape/open space 20% net.
az-gilbert:mu-s,az-gilbert,Town of Gilbert,MU/S,Mixed Use/Small,mixed-use,TBD,TBD,TBD,TBD,TBD,45,TBD,0,0,0,,az-gilbert-zoning,Table 3.10.4.A.1,177,official-pdf,extracted,,2023 mixed-use district. Max total site area 10 acres. Max height 45 ft. Build-to line front/side[street] 10. Front 0 (Front[Arterial]=20). Side/Rear shown [Non-residential]=0; [Residential] side/rear 10; Side[Arterial] 20. Landscape/open space 20% net.
az-gilbert:nc,az-gilbert,Town of Gilbert,NC,Neighborhood Commercial,commercial,TBD,TBD,TBD,TBD,TBD,25,1,20,10,15,,az-gilbert-zoning,Table 3.4.4.A.1,129,official-pdf,extracted,,"No min lot size/width or coverage % in table (landscaping 15% net area). Max bldg/use size 25,000 sf. Side/Rear shown [Non-residential]=10/15; [Residential] side 15, rear 15; Side[Street] 15."
az-gilbert:no,az-gilbert,Town of Gilbert,NO,Neighborhood Office,commercial,TBD,TBD,TBD,TBD,TBD,25,1,20,10,10,,az-gilbert-zoning,Table 3.6.4.A.2,145,official-pdf,extracted,,"Office district. No min lot/coverage in table. Side/Rear shown [Non-residential]=10/10; [Residential] side 15, rear 15; Side[Arterial] 20, Side[Collector/Local] 15."
az-gilbert:pf-i,az-gilbert,Town of Gilbert,PF/I,Public Facility/Institutional,special,TBD,TBD,TBD,TBD,TBD,55,TBD,25,15,15,,az-gilbert-zoning,Table 3.8.4.A.1,161,official-pdf,extracted,,"Public/institutional district. Max height 55 ft; landscaping 15% net. Side/Rear shown [Non-residential]=15/15; [Residential] side 25, rear 20; Side[Street] 25."
az-gilbert:rc,az-gilbert,Town of Gilbert,RC,Regional Commercial,commercial,TBD,TBD,TBD,TBD,TBD,55,TBD,25,20,20,,az-gilbert-zoning,Table 3.4.4.E.1,137,official-pdf,extracted,,"No min lot size/width, max bldg size, coverage %, or max stories in table (landscaping 15%). Side/Rear shown [Non-residential]=20/20; [Residential] side 75, rear 75; Side[Street] 20."
az-gilbert:sc,az-gilbert,Town of Gilbert,SC,Shopping Center,commercial,TBD,TBD,TBD,TBD,TBD,35,2,25,15,15,,az-gilbert-zoning,Table 3.4.4.C.1,133,official-pdf,extracted,,"No min lot size/width or coverage % (landscaping 15%). Max bldg/use size 75,000 sf. Side/Rear shown [Non-residential]=15/15; [Residential] side 75, rear 75; Side[Street] 20."
az-gilbert:sf-10,az-gilbert,Town of Gilbert,SF-10,Single Family-10,residential,10000,85,TBD,TBD,45,30,2,25,10,30,,az-gilbert-zoning,Table 3.2.4.D.1,97,official-pdf,extracted,,"Min lot depth 110 ft. Lot coverage 45% one-story / 40% two-story. Density described as 2-5 du/acre (range, not a cap)."
az-gilbert:sf-15,az-gilbert,Town of Gilbert,SF-15,Single Family-15,residential,15000,110,TBD,TBD,35,30,2,30,15,30,,az-gilbert-zoning,Table 3.2.4.C.1,95,official-pdf,extracted,,Min lot depth 120 ft. Density not stated as a numeric cap in table. Lot coverage 35% one/two-story.
az-gilbert:sf-35,az-gilbert,Town of Gilbert,SF-35,Single Family-35,residential,35000,140,2,TBD,30,35,2,40,20,40,,az-gilbert-zoning,Table 3.2.4.B.1,93,official-pdf,extracted,,Min lot depth 150 ft. Max density 2 du/acre per district description 3.2.2. Lot coverage 30% one/two-story.
az-gilbert:sf-43,az-gilbert,Town of Gilbert,SF-43,Single Family-43,residential,43000,TBD,1,TBD,30,35,2,40,30,40,,az-gilbert-zoning,Table 3.2.4.A.1,91,official-pdf,extracted,,"Min lot width footnoted A (no numeric value in table); min lot depth 145 ft. Max density 1 du/acre per district description 3.2.2. Lot coverage 30% one- and two-story. Parking: see Circulation, Parking and Loading."
az-gilbert:sf-6,az-gilbert,Town of Gilbert,SF-6,Single Family-6,residential,6000,55,TBD,TBD,45,30,2,20,5,20,,az-gilbert-zoning,Table 3.2.4.G.1,103,official-pdf,extracted,,Min lot depth 100 ft. Side setback per code 5 & 10; recorded minimum 5. Lot coverage 45% one-story / 40% two-story. Density 2-5 du/acre (range).
az-gilbert:sf-7,az-gilbert,Town of Gilbert,SF-7,Single Family-7,residential,7000,65,TBD,TBD,45,30,2,20,5,20,,az-gilbert-zoning,Table 3.2.4.F.1,101,official-pdf,extracted,,"Min lot depth 100 ft. Side setback per code 5 & 10 (5 ft one side, 10 ft other); recorded minimum 5. Lot coverage 45% one-story / 40% two-story. Density 2-5 du/acre (range)."
az-gilbert:sf-8,az-gilbert,Town of Gilbert,SF-8,Single Family-8,residential,8000,75,TBD,TBD,45,30,2,20,10,25,,az-gilbert-zoning,Table 3.2.4.E.1,99,official-pdf,extracted,,Min lot depth 100 ft. Lot coverage 45% one-story / 40% two-story. Density 2-5 du/acre (range).
az-gilbert:sf-a,az-gilbert,Town of Gilbert,SF-A,Single Family Attached,residential,2000,TBD,TBD,TBD,65,36,3,10,0,10,,az-gilbert-zoning,Table 3.2.4.I.1,107,official-pdf,extracted,,Min lot dimensions N/A in table. Side setback 0 ft. Lot coverage 65% one-story / 55% two-three-story. Max height 36 ft / 3 stories.
az-gilbert:sf-d,az-gilbert,Town of Gilbert,SF-D,Single Family Detached,residential,3000,TBD,TBD,TBD,60,36,3,10,0,10,,az-gilbert-zoning,Table 3.2.4.H.1,105,official-pdf,extracted,,Min lot dimensions N/A in table. Side setback per code 0 or 5; recorded minimum 0. Lot coverage 60% one-story / 50% two-three-story. Max height 36 ft / 3 stories.
